Date,Open,High,Low,Close,Adj Close,Volume
2011-06-06,473.065796,473.511597,461.649017,467.815582,433.217346,5108238
2011-06-13,467.196442,467.196442,428.537903,430.296234,398.472870,45709728
2011-06-20,433.391876,435.719818,410.162079,431.608795,399.688293,55474848
2011-06-27,429.280853,449.241638,424.327789,426.928162,395.353851,40345358
2011-07-04,433.094696,435.571228,416.402924,423.411469,392.097168,54576373
2011-07-11,422.990479,434.828247,418.879456,432.500336,400.513885,29173131
2011-07-18,431.856445,439.236481,424.748810,432.574615,400.582672,23432978
2011-07-25,441.812073,441.812073,407.710327,410.087769,379.758881,50181588
2011-08-01,415.065582,415.511353,385.842590,392.281555,363.269562,39162089
2011-08-08,384.703400,394.460907,372.964661,376.877563,349.004822,46496467
2011-08-15,376.877563,383.564209,357.263489,362.835693,336.001526,28778957
2011-08-22,362.067963,382.375458,352.657166,356.322418,329.969910,40050506
2011-08-29,362.117493,403.029694,360.755402,398.943420,369.438782,39975212
2011-09-05,393.519836,425.467010,384.604340,408.998108,378.749878,68117966
2011-09-12,401.370422,421.009247,393.891296,408.948578,378.703979,51566519
2011-09-19,408.626617,422.965698,378.462555,381.682037,353.454010,52645727
2011-09-26,380.988617,407.586487,370.265259,400.379791,370.768890,64951277
2011-10-03,391.885315,400.206451,377.298584,397.680389,368.269165,40615220
2011-10-10,398.349060,430.766754,398.324280,429.379913,397.624268,38792568
2011-10-17,429.429443,430.345764,401.865723,413.951141,383.336578,33476716
2011-10-24,420.018646,447.755737,417.121094,445.774506,412.806335,27492258
2011-10-31,444.783905,448.251038,423.485779,435.843628,403.609985,37059045
2011-11-07,435.843628,442.134003,421.058777,438.518280,406.086823,20086355
2011-11-14,441.514893,443.793274,389.805023,400.255981,370.654236,39285409
2011-11-21,396.243988,398.448120,371.974060,373.360901,345.748230,48291579
2011-11-28,378.908325,403.673584,373.014191,402.212433,372.466003,42578816
2011-12-05,400.379791,405.902435,372.816071,374.302002,346.619751,32631522
2011-12-12,376.704224,418.334595,354.663147,357.535919,331.093628,56672269
2011-12-19,356.223358,381.261017,351.270294,369.695648,342.354095,46058240
2011-12-26,370.017609,380.740967,341.265137,343.221588,317.837952,41169982
2012-01-02,345.128540,362.043182,340.348846,355.406097,329.121338,49552915
2012-01-09,353.870667,372.964661,347.927002,362.464203,335.657440,43402142
2012-01-16,361.547882,396.243988,352.161865,392.603516,363.567749,63090924
2012-01-23,374.103882,410.063019,374.054352,406.348236,376.295959,42308837
2012-01-30,403.128754,417.393524,392.380615,415.214172,384.506195,49144558
2012-02-06,418.978516,428.290222,408.180847,417.665955,386.776642,40732840
2012-02-13,416.601044,425.367950,398.571930,405.258545,375.286865,57266003
2012-02-20,405.258545,424.674500,403.425934,406.125336,376.089539,45899238
2012-02-27,407.041656,410.063019,379.081696,403.227814,373.406311,48183768
2012-03-05,402.212433,403.178284,371.974060,383.266998,354.921753,43222377
2012-03-12,391.290955,411.103149,380.072296,382.548828,354.256683,43477654
2012-03-19,386.833221,387.823822,362.563263,368.531677,341.276215,44694499
2012-03-26,368.457397,372.964661,355.628998,371.775940,344.280548,50606460
2012-04-02,371.156799,377.868195,366.055176,369.992828,342.629303,18713809
2012-04-09,366.550476,377.422424,359.740021,372.246460,344.716278,28649730
2012-04-16,370.042358,374.846832,360.582031,361.993652,335.221649,33565661
2012-04-23,359.517151,370.983459,358.452240,367.516327,340.335999,36938512
2012-04-30,365.287445,372.172180,357.610199,359.814331,333.203522,22843099
2012-05-07,354.143066,357.610199,340.918427,345.326660,319.787354,37515173
2012-05-14,345.722900,348.100342,333.365021,341.042267,315.819824,33925857
2012-05-21,340.026886,348.991913,336.584503,342.354828,317.035309,26933630
2012-05-28,342.751068,361.102112,335.841553,339.407745,314.306183,45733393
2012-06-04,335.321472,362.513733,333.538391,361.424072,338.771484,42213236
2012-06-11,362.909973,364.742615,352.186615,359.962921,337.401917,22743959
2012-06-18,361.746002,367.986847,348.471832,352.161865,330.089813,32254851
2012-06-25,353.746826,366.971466,352.657166,365.460785,342.555176,29342784
2012-07-02,364.296844,367.838257,361.003052,363.974884,341.162476,20093294
2012-07-09,361.077362,367.516327,354.143066,355.876648,333.571747,21759706
2012-07-16,356.619598,361.523132,352.756226,357.932159,335.498444,23695774
2012-07-23,354.143066,360.012451,350.007294,357.114899,334.732391,25146029
2012-07-30,358.105530,371.924530,357.114899,367.788727,344.737244,24825908
2012-08-06,370.512909,395.748688,370.512909,387.378052,363.098816,45621216
2012-08-13,386.090240,408.577087,386.090240,404.218414,378.883667,27069071
2012-08-20,404.218414,408.081787,385.694000,387.378052,363.098816,23806218
2012-08-27,389.309723,395.005737,377.769135,379.601746,355.809906,31750389
2012-09-03,380.394257,394.510437,376.456573,392.157745,367.578949,23466936
2012-09-10,396.243988,418.879456,387.922882,416.922974,390.791931,36088589
2012-09-17,420.068176,436.660889,410.236359,421.157837,394.761383,51213794
2012-09-24,421.009247,424.872620,408.255157,414.669342,388.679565,41506879
2012-10-01,416.056213,426.952911,337.971375,424.872620,398.243378,27208441
2012-10-08,423.262878,423.262878,399.909271,405.605255,380.183594,29701821
2012-10-15,405.654785,416.031433,394.758087,397.630859,372.708984,43158943
2012-10-22,393.866547,405.506195,392.132965,401.395172,376.237366,19251807
2012-10-29,397.407959,403.624054,390.647064,400.181671,375.099915,27538991
2012-11-05,398.051880,400.676971,388.814423,390.126984,365.675446,24895368
2012-11-12,389.235443,392.603516,381.880157,383.935669,359.872192,19508250
2012-11-19,383.985199,386.684601,376.976624,383.242249,359.222198,26179549
2012-11-26,383.811859,400.206451,381.880157,393.123596,368.484253,24556668
2012-12-03,393.767487,420.860657,391.167114,413.381561,387.472534,29461936
2012-12-10,413.381561,419.424286,403.425934,415.684723,389.631317,25432419
2012-12-17,413.332031,418.235535,407.239777,408.750458,383.131714,19817650
